רשות מקומית,ישוב,מספר זיהוי,סוג מתקן,שם המתקן,שכונה-רובע,רחוב,מספר בית,ציר X,ציר Y,מספר המבנים,בעלי המתקן,גוף מפעיל המתקן,טלפון איש קשר,דואל איש קשר,מספר מושבים,פנוי לפעילות,גידור קיים,תאורה קיימת,נגישות לנכים,חניה לרכבים,מצב המתקן,מתקן תקני לתחרויות,שימוש לתחרויות רשמיות,שנת הקמה,משרת בית ספר
אופקים,,004F4101299,"אצטדיון/מסלול אתלטיקה קלה – תקני 8 מסלולים, 400 מ'",איצטדיון,שפירה,הרב דוד בוזגלו 2,,164700,579400,1,אופקים,"עיריית אופקים-מתנ""ס",08-9926605,opakim@matnasim.org,500,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,1980,"בתי ספר תיכוניים, עמ""ל ואולפנה"
אופקים,,004B1104674,מגרש כדורסל – 19X32 מ',מגרש כדורסל פתוח בית ספרי בן-גוריון,קריית מנחם,המייסדים 5,,163200,579600,1,אופקים,עיריית אופקים,050-6770813,ela_rviv@walla.com,,בוקר בלבד,כן,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,2008,
אופקים,,004B1104670,מגרש כדורסל – 19X32 מ',מגרש כדורסל פתוח בית ספרי אביר יעקוב,קריית מנחם,המייסדים 1,,163200,579600,1,אופקים,עיריית אופקים,050-6770813,ela_rviv@walla.com,,בוקר בלבד,כן,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,2008,
אופקים,,004B1104468,מגרש כדורסל – 19X32 מ',מגרש כדורסל 500 מ',מישור הגפן,האורן 18,,163200,579900,1,אופקים,"עיריית אופקים-מתנ""ס",050-6770813,,,פתוח ללא הגבלה,כן,לא,לא,כן,לא תקין ולא פעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1996,
אופקים,,004G4100761,אולם ספורט גדול - 45X24 מ',אולם ספורט,הרצל 72,,,163700,579500,1,אופקים,"עיריית אופקים-מתנ""ס",050-6770813,,700,פתוח ללא הגבלה,כן,לא,לא,כן,לא תקין ולא פעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1972,הדסים
אופקים,,004G4100906,אולם ספורט גדול - 45X24 מ',אולם ספורט בית ספרי אשלים 400 מ',הנשיא,,,163500,581100,1,אופקים,עיריית אופקים,050-6770813,ela_rviv@walla.com,,בוקר בלבד,כן,כן,לא,כן,לא תקין ולא פעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1985,
אופקים,,004G4100907,אולם ספורט גדול - 45X24 מ',אולם ספורט בית ספרי הדסים 400 מ',עמרם בין דויד,,,164100,579600,1,אופקים,עיריית אופקים,050-6770813,ela_rviv@walla.com,,בוקר בלבד,כן,כן,לא,כן,לא תקין ולא פעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1975,
אופקים,,004G4100908,אולם ספורט גדול - 45X24 מ',אולם ספורט בית ספרי שושנים 400מ',עמרם בין דויד,,,164100,579600,1,אופקים,עיריית אופקים,050-6770813,ela_rviv@walla.com,,בוקר בלבד,כן,כן,לא,כן,פעיל וזקוק לשיפוץ,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1975,
אופקים,,004G4100784,אולם ספורט גדול - 45X24 מ',אולם ספורט,גולומב 11,,,163700,580350,1,אופקים,"עיריית אופקים-מתנ""ס",050-6770813,,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,2000,הגבעה
אופקים,,004R1107636,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),פארק מוטורי,החידה 18,,,164200,579800,1,אופקים,"ביה""ס הדסים",08-9921112,,,פתוח ללא הגבלה,כן,לא,לא,כן,פעיל וזקוק לשיפוץ,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1992,
אופקים,,004R1104910,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מגרש מיני כדורגל,הרצל 72,,,163700,579500,1,אופקים,"מתנ""ס",08-9926605,ela_rviv@walla.com,,פתוח ללא הגבלה,כן,לא,לא,כן,לא תקין ולא פעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1997,
אופקים,,004P1102108,בריכת שחיה - 25X12.5 מ',בריכה 400מ' אמבטיה 35 מ',יעקוב מסיקה 6,,,163200,580800,1,אופקים,עיריית אופקים,050-6770813,ela_rviv@walla.com,,כניסה בתשלום במקום,כן,כן,לא,כן,לא תקין ולא פעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1965,
אופקים,,004T1106613,מגרש טניס,מרכז הטניס,הרצל 74,,,163600,579500,1,אופקים,מרכז הטניס הארצי,08-9926301,,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,,
אופקים,,004B1104351,מגרש כדורסל – 19X32 מ',מגרש כדורסל,אבוחצירה 30,,,163500,580500,1,אופקים,"עיריית אופקים-מתנ""ס",08-9928537,,,פתוח ללא הגבלה,לא,לא,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2002,
אופקים,,004B1104353,מגרש כדורסל – 19X32 מ',מגרש כדורסל,קרית ספר3,,,164400,579000,1,אופקים,"עיריית אופקים-מתנ""ס",050-8258004,draim@walla.com,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,2007,
אופקים,,004B1104352,מגרש כדורסל – 19X32 מ',מגרש כדורסל,בוזגלו 29,,,164500,579900,1,אופקים,"עיריית אופקים-מתנ""ס",050-8258004,draim@walla.com,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,2007,
אופקים,,004B1104354,מגרש כדורסל – 19X32 מ',מגרש כדורסל,הרצל 93,,,163800,579500,1,אופקים,"עיריית אופקים-מתנ""ס",050-825004,draim@walla.com,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,2007,"אביר יעקב, בן גוריון"
אופקים,,004B1104355,מגרש כדורסל – 19X32 מ',מגרש כדורסל,"צ""הל",,,163700,580100,1,אופקים,"עיריית אופקים-מתנ""ס",050-8258004,draim@walla.com,,פתוח ללא הגבלה,כן,כן,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",,2007,
אופקים,,004M1107813,מגרש מיני פיץ',קט רגל,קבוץ גלויות,אשלים,11,163300,581000,1,אופקים,בית ספר אשלים,050-6770813,,,פתוח ללא הגבלה,כן,לא,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,2003,
אופקים,,004A1102991,מכון לכושר גופני,חדר כושר 300 מ',כצנלסון,,,163700,580350,1,אופקים,עיריית אופקים,050-6770813,ela_rviv@walla.com,,כניסה בתשלום במקום,כן,כן,לא,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1985,
אופקים,,004A2106345,מתקן פתוח לכושר גופני,"מכשירי כושר שצ""פ שפירא",שפירא,שמואל הרואה,5,164424,578987,,אופקים,עיריית אופקים,089960251,elaetah@gmail.com,,פתוח ללא הגבלה,לא,לא,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,לא רלוונטי,2017,כן
אופקים,,004A2103340,מתקן פתוח לכושר גופני,כושר,הטייסים,הטייסים,,164577,579267,,אופקים,עיריית אופקים,089960251,elaetah@gmail.com,,פתוח ללא הגבלה,לא,לא,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,לא רלוונטי,2017,כן
אור יהודה,,138K1108532,מגרש שחבק דשא סינטטי,מגרש שחבק,,,,187347,659888,,אור יהודה,עיריית אור יהודה,,,,פתוח ללא הגבלה,לא,כן,כן,כן,תקין ופעיל,,,2019,
אור יהודה,,138G2101172,אולם ספורט קטן – 15x24 מ',אולם שיזף,נווה סביון,שיזף,3,186634,660017,,אור יהודה,"מרכז קהילתי ע""ש פירסט ופרלמן בע""מ",03-5331808,sport@my-or.org.il,250,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,שיזף
אור יהודה,,138G4102754,אולם ספורט גדול - 45X24 מ',היכל הספורט,מרכז,רחוב מנחם בגין,81,186502,659351,1,אור יהודה,"מרכז קהילתי ע""ש פירסט ופרלמן בע""מ",03-7353565,sport@my-or.org.il,750,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,,"חט""ב ארזים והפרדס"
אור יהודה,,138B2107255,מגרש ספורט משולב – 43X32 מ',נווה רבין,נוה רבין,צפריר,,188070,659060,,אור יהודה,"מרכז קהילתי ע""ש פירסט ופרלמן בע""מ",03-7353565,sport@my-or.org.il,"1,000",פתוח ללא הגבלה,לא,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,,
אור יהודה,,138A2107126,מתקן פתוח לכושר גופני,מתקני כושר בפארק,נוה רבין,צפריר,,188070,659060,,אור יהודה,"מרכז קהילתי ע""ש פירסט ופרלמן בע""מ",03-7353565,sport@my-or.org.il,,פתוח ללא הגבלה,לא,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
אור יהודה,,138S1104784,מגרש חול קבוע לכדורעף או לקטרגל או לכדוריד חופים,מגרש כדורעף חופים,גיורא,פארק קנדה,,186910,660050,,אור יהודה,"מרכז קהילתי ע""ש פירסט ופרלמן בע""מ",03-7353565,sport@my-or.org.il,,פתוח ללא הגבלה,לא,לא,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,,פרקאוף
אור יהודה,,138F2105669,מגרש כדורגל - לא תקני,מגרש קט רגל,גיורא,פארק קנדה,,186830,660060,,אור יהודה,"מרכז קהילתי ע""ש פירסט ופרלמן בע""מ",03-7353565,sport@my-or.org.il,,פתוח ללא הגבלה,כן,לא,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
אור יהודה,,138A2107127,מתקן פתוח לכושר גופני,מתקני כושר בפארק,גיורא,פארק קנדה,,187050,660030,,אור יהודה,"מרכז קהילתי ע""ש פירסט ופרלמן בע""מ",03-7353565,sport@my-or.org.il,,פתוח ללא הגבלה,לא,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,פרקאוף
אור יהודה,,138F2105483,מגרש כדורגל - לא תקני,מגרש סיני,סקיא,סיני,,186009,659234,,אור יהודה,"מרכז קהילתי ע""ש פירסט ופרלמן בע""מ",03-7353565,sport@my-or.org.il,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
אור יהודה,,138T1102762,מגרש טניס,היכל הספורט,מרכז,מנחם בגין,81,186624,659459,,אור יהודה,"מרכז קהילתי ע""ש פירסט ופרלמן בע""מ",03-7353565,sport@my-or.org.il,,לילה בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,,
אור יהודה,,138B1101555,מגרש כדורסל – 19X32 מ',"בי""ס ארזים",מרכז,מנחם בגין,59,186624,659465,,אור יהודה,"מרכז קהילתי ע""ש פירסט ופרלמן בע""מ",03-5333562,sport@my-or.org.il,,"אחה""צ ולילה",כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,ארזים
אור יהודה,,138B1102745,מגרש כדורסל – 19X32 מ',היכל הספורט,מרכז,מנחם בגין,81,186509,659351,,אור יהודה,"מרכז קהילתי ע""ש פירסט ופרלמן בע""מ",03-7353565,sport@my-or.org.il,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,"ארזים , הפרדס"
אור יהודה,,138B2101605,מגרש ספורט משולב – 43X32 מ',"בי""ס הפרדס",מרכז,מנחם בגין,99,186675,659292,,אור יהודה,"מרכז קהילתי ע""ש פירסט ופרלמן בע""מ",03-5334101,sport@my-or.org.il,800,"אחה""צ ולילה",כן,כן,כן,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,,"ארזים , הפרדס"
